cycle_id,node_id,trust_before,delta_applied,trust_after,blacklisted,gt_label,ablation_mode
3,48,1.0,0.5,0.5,False,ATTACKER,graded
3,55,1.0,0.4,0.6,False,ATTACKER,graded
3,61,1.0,0.4,0.6,False,ATTACKER,graded
3,67,1.0,0.1,0.9,False,HONEST,graded
3,68,1.0,0.4,0.6,False,ATTACKER,graded
3,72,0.7,0.05,0.6499999999999999,False,ATTACKER,graded
3,73,1.0,0.05,0.95,False,HONEST,graded
3,74,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
3,83,1.0,0.4,0.6,False,ATTACKER,graded
3,88,1.0,0.4,0.6,False,ATTACKER,graded
3,91,1.0,0.4,0.6,False,ATTACKER,graded
3,102,1.0,0.4,0.6,False,ATTACKER,graded
3,110,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
3,111,1.0,0.05,0.95,False,HONEST,graded
3,117,1.0,0.4,0.6,False,ATTACKER,graded
3,122,0.95,0.2,0.75,False,ATTACKER,graded
3,129,1.0,0.4,0.6,False,ATTACKER,graded
3,130,1.0,0.5,0.5,False,ATTACKER,graded
3,132,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
3,136,1.0,0.4,0.6,False,ATTACKER,graded
3,141,1.0,0.1,0.9,False,HONEST,graded
3,143,1.0,0.5,0.5,False,ATTACKER,graded
3,148,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
3,152,0.8,0.05,0.75,False,ATTACKER,graded
3,154,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
3,161,1.0,0.4,0.6,False,ATTACKER,graded
3,166,1.0,0.4,0.6,False,ATTACKER,graded
3,168,1.0,0.15,0.85,False,ATTACKER,graded
3,173,1.0,0.4,0.6,False,ATTACKER,graded
3,180,0.95,0.4,0.5499999999999999,False,ATTACKER,graded
3,187,1.0,0.05,0.95,False,ATTACKER,graded
3,193,1.0,0.05,0.95,False,ATTACKER,graded
3,195,0.7999999999999999,0.3,0.49999999999999994,False,ATTACKER,graded
3,197,0.6499999999999999,0.05,0.5999999999999999,False,ATTACKER,graded
3,198,0.6499999999999999,0.2,0.4499999999999999,False,HONEST,graded
3,249,0.7,0.05,0.6499999999999999,False,ATTACKER,graded
3,250,1.0,0.05,0.95,False,HONEST,graded
3,262,0.6,0.1,0.5,False,ATTACKER,graded
4,2,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,3,0.04999999999999993,0.4,0.0,True,ATTACKER,graded
4,9,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,12,0.6499999999999999,0.05,0.5999999999999999,False,ATTACKER,graded
4,15,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,19,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,24,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,27,1.0,0.5,0.5,False,ATTACKER,graded
4,31,0.95,0.3,0.6499999999999999,False,ATTACKER,graded
4,33,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,37,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,40,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,55,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,61,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,68,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,72,0.6499999999999999,0.05,0.5999999999999999,False,ATTACKER,graded
4,74,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
4,83,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,88,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,89,1.0,0.5,0.5,False,ATTACKER,graded
4,91,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,102,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,110,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
4,117,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,122,0.75,0.1,0.65,False,ATTACKER,graded
4,123,1.0,0.5,0.5,False,ATTACKER,graded
4,124,1.0,0.05,0.95,False,HONEST,graded
4,129,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,130,0.5,0.05,0.45,False,ATTACKER,graded
4,132,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
4,136,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,138,0.7,0.05,0.6499999999999999,False,ATTACKER,graded
4,141,0.9,0.3,0.6000000000000001,False,HONEST,graded
4,148,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
4,152,0.75,0.05,0.7,False,ATTACKER,graded
4,153,1.0,0.05,0.95,False,HONEST,graded
4,154,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
4,161,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,166,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,168,0.85,0.1,0.75,False,ATTACKER,graded
4,169,0.7,0.05,0.6499999999999999,False,ATTACKER,graded
4,173,0.6,0.4,0.19999999999999996,True,ATTACKER,graded
4,180,0.5499999999999999,0.4,0.1499999999999999,True,ATTACKER,graded
4,187,0.95,0.05,0.8999999999999999,False,ATTACKER,graded
4,192,1.0,0.05,0.95,False,HONEST,graded
4,193,0.95,0.05,0.8999999999999999,False,ATTACKER,graded
4,194,0.95,0.3,0.6499999999999999,False,ATTACKER,graded
4,195,0.49999999999999994,0.2,0.29999999999999993,True,ATTACKER,graded
4,197,0.5999999999999999,0.05,0.5499999999999998,False,ATTACKER,graded
4,198,0.4499999999999999,0.2,0.2499999999999999,True,HONEST,graded
4,240,0.85,0.3,0.55,False,HONEST,graded
4,247,1.0,0.1,0.9,False,HONEST,graded
4,249,0.6499999999999999,0.05,0.5999999999999999,False,ATTACKER,graded
4,260,1.0,0.5,0.5,False,ATTACKER,graded
4,262,0.5,0.05,0.45,False,ATTACKER,graded
4,270,1.0,0.2,0.8,False,HONEST,graded
4,279,1.0,0.5,0.5,False,ATTACKER,graded
5,2,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,3,0.0,0.4,0.0,True,ATTACKER,graded
5,9,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,15,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,19,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,24,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,31,0.6499999999999999,0.2,0.4499999999999999,False,ATTACKER,graded
5,33,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,37,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,40,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,48,0.5,0.2,0.3,False,ATTACKER,graded
5,55,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,61,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,67,0.9,0.3,0.6000000000000001,False,ATTACKER,graded
5,68,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,72,0.5999999999999999,0.05,0.5499999999999998,False,ATTACKER,graded
5,74,0.0,0.4,0.0,True,ATTACKER,graded
5,83,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,88,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,89,0.5,0.05,0.45,False,ATTACKER,graded
5,91,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,94,1.0,0.05,0.95,False,HONEST,graded
5,95,1.0,0.3,0.7,False,ATTACKER,graded
5,102,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,110,0.0,0.4,0.0,True,ATTACKER,graded
5,117,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,119,1.0,0.05,0.95,False,HONEST,graded
5,123,0.5,0.05,0.45,False,ATTACKER,graded
5,127,1.0,0.05,0.95,False,ATTACKER,graded
5,129,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,132,0.0,0.4,0.0,True,ATTACKER,graded
5,136,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,138,0.6499999999999999,0.2,0.4499999999999999,False,ATTACKER,graded
5,148,0.0,0.4,0.0,True,ATTACKER,graded
5,154,0.0,0.4,0.0,True,ATTACKER,graded
5,161,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,166,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,173,0.19999999999999996,0.4,0.0,True,ATTACKER,graded
5,180,0.1499999999999999,0.4,0.0,True,ATTACKER,graded
5,187,0.8999999999999999,0.4,0.4999999999999999,False,ATTACKER,graded
5,193,0.8999999999999999,0.05,0.8499999999999999,False,ATTACKER,graded
5,273,1.0,0.05,0.95,False,HONEST,graded
5,282,1.0,0.05,0.95,False,HONEST,graded
5,292,1.0,0.35,0.65,False,HONEST,graded
6,2,0.0,0.4,0.0,True,ATTACKER,graded
6,3,0.0,0.4,0.0,True,ATTACKER,graded
6,9,0.0,0.4,0.0,True,ATTACKER,graded
6,15,0.0,0.4,0.0,True,ATTACKER,graded
6,19,0.0,0.4,0.0,True,ATTACKER,graded
6,24,0.0,0.4,0.0,True,ATTACKER,graded
6,27,0.5,0.05,0.45,False,ATTACKER,graded
6,33,0.0,0.4,0.0,True,ATTACKER,graded
6,37,0.0,0.4,0.0,True,ATTACKER,graded
6,40,0.0,0.4,0.0,True,ATTACKER,graded
6,55,0.0,0.4,0.0,True,ATTACKER,graded
6,61,0.0,0.4,0.0,True,ATTACKER,graded
6,68,0.0,0.4,0.0,True,ATTACKER,graded
6,70,1.0,0.1,0.9,False,HONEST,graded
6,74,0.0,0.4,0.0,True,ATTACKER,graded
6,75,1.0,0.5,0.5,False,ATTACKER,graded
6,83,0.0,0.4,0.0,True,ATTACKER,graded
6,88,0.0,0.4,0.0,True,ATTACKER,graded
6,91,0.0,0.4,0.0,True,ATTACKER,graded
6,102,0.0,0.4,0.0,True,ATTACKER,graded
6,110,0.0,0.4,0.0,True,ATTACKER,graded
6,117,0.0,0.4,0.0,True,ATTACKER,graded
6,122,0.65,0.2,0.45,False,ATTACKER,graded
6,129,0.0,0.4,0.0,True,ATTACKER,graded
6,132,0.0,0.4,0.0,True,ATTACKER,graded
6,136,0.0,0.4,0.0,True,ATTACKER,graded
6,143,0.5,0.2,0.3,False,HONEST,graded
6,148,0.0,0.4,0.0,True,ATTACKER,graded
6,154,0.0,0.4,0.0,True,ATTACKER,graded
6,161,0.0,0.4,0.0,True,ATTACKER,graded
6,166,0.0,0.4,0.0,True,ATTACKER,graded
6,168,0.75,0.1,0.65,False,ATTACKER,graded
6,173,0.0,0.4,0.0,True,ATTACKER,graded
6,180,0.0,0.4,0.0,True,ATTACKER,graded
6,187,0.4999999999999999,0.4,0.09999999999999987,True,ATTACKER,graded
6,193,0.8499999999999999,0.4,0.44999999999999984,False,ATTACKER,graded
6,240,0.55,0.05,0.5,False,ATTACKER,graded
6,250,0.95,0.3,0.6499999999999999,False,ATTACKER,graded
6,251,1.0,0.05,0.95,False,ATTACKER,graded
7,2,0.0,0.4,0.0,True,ATTACKER,graded
7,3,0.0,0.4,0.0,True,ATTACKER,graded
7,9,0.0,0.4,0.0,True,ATTACKER,graded
7,12,0.5999999999999999,0.05,0.5499999999999998,False,ATTACKER,graded
7,15,0.0,0.4,0.0,True,ATTACKER,graded
7,19,0.0,0.4,0.0,True,ATTACKER,graded
7,24,0.0,0.4,0.0,True,ATTACKER,graded
7,30,1.0,0.3,0.7,False,ATTACKER,graded
7,31,0.4499999999999999,0.1,0.34999999999999987,False,ATTACKER,graded
7,33,0.0,0.4,0.0,True,ATTACKER,graded
7,37,0.0,0.4,0.0,True,ATTACKER,graded
7,40,0.0,0.4,0.0,True,ATTACKER,graded
7,55,0.0,0.4,0.0,True,ATTACKER,graded
7,61,0.0,0.4,0.0,True,ATTACKER,graded
7,68,0.0,0.4,0.0,True,ATTACKER,graded
7,74,0.0,0.4,0.0,True,ATTACKER,graded
7,83,0.0,0.4,0.0,True,ATTACKER,graded
7,88,0.0,0.4,0.0,True,ATTACKER,graded
7,91,0.0,0.4,0.0,True,ATTACKER,graded
7,102,0.0,0.4,0.0,True,ATTACKER,graded
7,110,0.0,0.4,0.0,True,ATTACKER,graded
7,111,0.95,0.3,0.6499999999999999,False,ATTACKER,graded
7,112,1.0,0.05,0.95,False,HONEST,graded
7,117,0.0,0.4,0.0,True,ATTACKER,graded
7,127,0.95,0.3,0.6499999999999999,False,ATTACKER,graded
7,129,0.0,0.4,0.0,True,ATTACKER,graded
7,130,0.45,0.05,0.4,False,ATTACKER,graded
7,132,0.0,0.4,0.0,True,ATTACKER,graded
7,136,0.0,0.4,0.0,True,ATTACKER,graded
7,148,0.0,0.4,0.0,True,ATTACKER,graded
7,152,0.7,0.05,0.6499999999999999,False,ATTACKER,graded
7,154,0.0,0.4,0.0,True,ATTACKER,graded
7,161,0.0,0.4,0.0,True,ATTACKER,graded
7,166,0.0,0.4,0.0,True,ATTACKER,graded
7,168,0.65,0.05,0.6,False,ATTACKER,graded
7,173,0.0,0.4,0.0,True,ATTACKER,graded
7,180,0.0,0.4,0.0,True,ATTACKER,graded
7,187,0.09999999999999987,0.4,0.0,True,ATTACKER,graded
7,188,1.0,0.1,0.9,False,HONEST,graded
7,193,0.44999999999999984,0.4,0.04999999999999982,True,ATTACKER,graded
7,240,0.5,0.05,0.45,False,ATTACKER,graded
7,241,1.0,0.05,0.95,False,HONEST,graded
7,262,0.45,0.05,0.4,False,ATTACKER,graded
7,274,1.0,0.5,0.5,False,ATTACKER,graded
7,282,0.95,0.05,0.8999999999999999,False,HONEST,graded
8,1,1.0,0.5,0.5,False,ATTACKER,graded
8,2,0.0,0.4,0.0,True,ATTACKER,graded
8,3,0.0,0.4,0.0,True,ATTACKER,graded
8,9,0.0,0.4,0.0,True,ATTACKER,graded
8,12,0.5499999999999998,0.05,0.49999999999999983,False,ATTACKER,graded
8,15,0.0,0.4,0.0,True,ATTACKER,graded
8,19,0.0,0.4,0.0,True,ATTACKER,graded
8,24,0.0,0.4,0.0,True,ATTACKER,graded
8,26,1.0,0.05,0.95,False,HONEST,graded
8,27,0.45,0.05,0.4,False,ATTACKER,graded
8,30,0.7,0.05,0.6499999999999999,False,ATTACKER,graded
8,33,0.0,0.4,0.0,True,ATTACKER,graded
8,37,0.0,0.4,0.0,True,ATTACKER,graded
8,38,0.5,0.05,0.45,False,ATTACKER,graded
8,40,0.0,0.4,0.0,True,ATTACKER,graded
8,55,0.0,0.4,0.0,True,ATTACKER,graded
8,61,0.0,0.4,0.0,True,ATTACKER,graded
8,67,0.6000000000000001,0.05,0.55,False,HONEST,graded
8,68,0.0,0.4,0.0,True,ATTACKER,graded
8,74,0.0,0.4,0.0,True,ATTACKER,graded
8,75,0.5,0.05,0.45,False,ATTACKER,graded
8,83,0.0,0.4,0.0,True,ATTACKER,graded
8,87,1.0,0.15,0.85,False,HONEST,graded
8,88,0.0,0.4,0.0,True,ATTACKER,graded
8,91,0.0,0.4,0.0,True,ATTACKER,graded
8,102,0.0,0.4,0.0,True,ATTACKER,graded
8,110,0.0,0.4,0.0,True,ATTACKER,graded
8,117,0.0,0.4,0.0,True,ATTACKER,graded
8,122,0.45,0.2,0.25,True,ATTACKER,graded
8,129,0.0,0.4,0.0,True,ATTACKER,graded
8,132,0.0,0.4,0.0,True,ATTACKER,graded
8,136,0.0,0.4,0.0,True,ATTACKER,graded
8,148,0.0,0.4,0.0,True,ATTACKER,graded
8,154,0.0,0.4,0.0,True,ATTACKER,graded
8,155,0.75,0.05,0.7,False,ATTACKER,graded
8,161,0.0,0.4,0.0,True,ATTACKER,graded
8,166,0.0,0.4,0.0,True,ATTACKER,graded
8,173,0.0,0.4,0.0,True,ATTACKER,graded
8,180,0.0,0.4,0.0,True,ATTACKER,graded
8,187,0.0,0.4,0.0,True,ATTACKER,graded
8,188,0.9,0.3,0.6000000000000001,False,ATTACKER,graded
8,193,0.04999999999999982,0.4,0.0,True,ATTACKER,graded
8,226,1.0,0.15,0.85,False,ATTACKER,graded
8,228,1.0,0.5,0.5,False,ATTACKER,graded
8,236,0.7,0.05,0.6499999999999999,False,ATTACKER,graded
8,237,1.0,0.05,0.95,False,HONEST,graded
10,1,0.5,0.05,0.45,False,ATTACKER,graded
10,2,0.0,0.4,0.0,True,ATTACKER,graded
10,3,0.0,0.4,0.0,True,ATTACKER,graded
10,9,0.0,0.4,0.0,True,ATTACKER,graded
10,12,0.49999999999999983,0.05,0.44999999999999984,False,ATTACKER,graded
10,15,0.0,0.4,0.0,True,ATTACKER,graded
10,19,0.0,0.4,0.0,True,ATTACKER,graded
10,24,0.0,0.4,0.0,True,ATTACKER,graded
10,33,0.0,0.4,0.0,True,ATTACKER,graded
10,37,0.0,0.4,0.0,True,ATTACKER,graded
10,40,0.0,0.4,0.0,True,ATTACKER,graded
10,42,1.0,0.5,0.5,False,ATTACKER,graded
10,44,1.0,0.5,0.5,False,ATTACKER,graded
10,55,0.0,0.4,0.0,True,ATTACKER,graded
10,61,0.0,0.4,0.0,True,ATTACKER,graded
10,68,0.0,0.4,0.0,True,ATTACKER,graded
10,70,0.9,0.35,0.55,False,HONEST,graded
10,74,0.0,0.4,0.0,True,ATTACKER,graded
10,83,0.0,0.4,0.0,True,ATTACKER,graded
10,84,0.5,0.2,0.3,False,ATTACKER,graded
10,88,0.0,0.4,0.0,True,ATTACKER,graded
10,91,0.0,0.4,0.0,True,ATTACKER,graded
10,102,0.0,0.4,0.0,True,ATTACKER,graded
10,110,0.0,0.4,0.0,True,ATTACKER,graded
10,117,0.0,0.4,0.0,True,ATTACKER,graded
10,127,0.6499999999999999,0.05,0.5999999999999999,False,ATTACKER,graded
10,129,0.0,0.4,0.0,True,ATTACKER,graded
10,130,0.4,0.05,0.35000000000000003,False,ATTACKER,graded
10,132,0.0,0.4,0.0,True,ATTACKER,graded
10,136,0.0,0.4,0.0,True,ATTACKER,graded
10,148,0.0,0.4,0.0,True,ATTACKER,graded
10,152,0.6499999999999999,0.05,0.5999999999999999,False,ATTACKER,graded
10,154,0.0,0.4,0.0,True,ATTACKER,graded
10,155,0.7,0.05,0.6499999999999999,False,ATTACKER,graded
10,161,0.0,0.4,0.0,True,ATTACKER,graded
10,166,0.0,0.4,0.0,True,ATTACKER,graded
10,173,0.0,0.4,0.0,True,ATTACKER,graded
10,180,0.0,0.4,0.0,True,ATTACKER,graded
10,187,0.0,0.4,0.0,True,ATTACKER,graded
10,193,0.0,0.4,0.0,True,ATTACKER,graded
10,262,0.4,0.05,0.35000000000000003,False,ATTACKER,graded
12,2,0.0,0.4,0.0,True,ATTACKER,graded
12,3,0.0,0.4,0.0,True,ATTACKER,graded
12,9,0.0,0.4,0.0,True,ATTACKER,graded
12,15,0.0,0.4,0.0,True,ATTACKER,graded
12,19,0.0,0.4,0.0,True,ATTACKER,graded
12,24,0.0,0.4,0.0,True,ATTACKER,graded
12,28,1.0,0.05,0.95,False,HONEST,graded
12,30,0.6499999999999999,0.1,0.5499999999999999,False,HONEST,graded
12,33,0.0,0.4,0.0,True,ATTACKER,graded
12,37,0.0,0.4,0.0,True,ATTACKER,graded
12,40,0.0,0.4,0.0,True,ATTACKER,graded
12,55,0.0,0.4,0.0,True,ATTACKER,graded
12,61,0.0,0.4,0.0,True,ATTACKER,graded
12,68,0.0,0.4,0.0,True,ATTACKER,graded
12,74,0.0,0.4,0.0,True,ATTACKER,graded
12,75,0.45,0.05,0.4,False,ATTACKER,graded
12,83,0.0,0.4,0.0,True,ATTACKER,graded
12,88,0.0,0.4,0.0,True,ATTACKER,graded
12,91,0.0,0.4,0.0,True,ATTACKER,graded
12,102,0.0,0.4,0.0,True,ATTACKER,graded
12,110,0.0,0.4,0.0,True,ATTACKER,graded
12,111,0.6499999999999999,0.05,0.5999999999999999,False,HONEST,graded
12,117,0.0,0.4,0.0,True,ATTACKER,graded
12,129,0.0,0.4,0.0,True,ATTACKER,graded
12,132,0.0,0.4,0.0,True,ATTACKER,graded
12,136,0.0,0.4,0.0,True,ATTACKER,graded
12,148,0.0,0.4,0.0,True,ATTACKER,graded
12,154,0.0,0.4,0.0,True,ATTACKER,graded
12,161,0.0,0.4,0.0,True,ATTACKER,graded
12,166,0.0,0.4,0.0,True,ATTACKER,graded
12,173,0.0,0.4,0.0,True,ATTACKER,graded
12,180,0.0,0.4,0.0,True,ATTACKER,graded
12,187,0.0,0.4,0.0,True,ATTACKER,graded
12,193,0.0,0.4,0.0,True,ATTACKER,graded
12,228,0.5,0.05,0.45,False,ATTACKER,graded
12,238,1.0,0.05,0.95,False,HONEST,graded
12,249,0.5999999999999999,0.05,0.5499999999999998,False,ATTACKER,graded
12,250,0.6499999999999999,0.1,0.5499999999999999,False,HONEST,graded
15,2,0.0,0.4,0.0,True,ATTACKER,graded
15,3,0.0,0.4,0.0,True,ATTACKER,graded
15,5,0.5999999999999999,0.05,0.5499999999999998,False,ATTACKER,graded
15,9,0.0,0.4,0.0,True,ATTACKER,graded
15,15,0.0,0.4,0.0,True,ATTACKER,graded
15,18,1.0,0.05,0.95,False,HONEST,graded
15,19,0.0,0.4,0.0,True,ATTACKER,graded
15,24,0.0,0.4,0.0,True,ATTACKER,graded
15,33,0.0,0.4,0.0,True,ATTACKER,graded
15,34,1.0,0.5,0.5,False,ATTACKER,graded
15,37,0.0,0.4,0.0,True,ATTACKER,graded
15,40,0.0,0.4,0.0,True,ATTACKER,graded
15,55,0.0,0.4,0.0,True,ATTACKER,graded
15,59,1.0,0.5,0.5,False,ATTACKER,graded
15,61,0.0,0.4,0.0,True,ATTACKER,graded
15,68,0.0,0.4,0.0,True,ATTACKER,graded
15,71,1.0,0.05,0.95,False,HONEST,graded
15,74,0.0,0.4,0.0,True,ATTACKER,graded
15,77,0.5,0.2,0.3,False,ATTACKER,graded
15,83,0.0,0.4,0.0,True,ATTACKER,graded
15,88,0.0,0.4,0.0,True,ATTACKER,graded
15,91,0.0,0.4,0.0,True,ATTACKER,graded
15,102,0.0,0.4,0.0,True,ATTACKER,graded
15,104,1.0,0.5,0.5,False,ATTACKER,graded
15,106,1.0,0.1,0.9,False,ATTACKER,graded
15,110,0.0,0.4,0.0,True,ATTACKER,graded
15,117,0.0,0.4,0.0,True,ATTACKER,graded
15,124,0.95,0.05,0.8999999999999999,False,HONEST,graded
15,129,0.0,0.4,0.0,True,ATTACKER,graded
15,132,0.0,0.4,0.0,True,ATTACKER,graded
15,133,1.0,0.05,0.95,False,ATTACKER,graded
15,136,0.0,0.4,0.0,True,ATTACKER,graded
15,139,1.0,0.15,0.85,False,HONEST,graded
15,144,1.0,0.5,0.5,False,ATTACKER,graded
15,148,0.0,0.4,0.0,True,ATTACKER,graded
15,154,0.0,0.4,0.0,True,ATTACKER,graded
15,161,0.0,0.4,0.0,True,ATTACKER,graded
15,166,0.0,0.4,0.0,True,ATTACKER,graded
15,171,1.0,0.05,0.95,False,HONEST,graded
15,173,0.0,0.4,0.0,True,ATTACKER,graded
15,179,1.0,0.1,0.9,False,HONEST,graded
15,180,0.0,0.4,0.0,True,ATTACKER,graded
15,182,0.95,0.05,0.8999999999999999,False,ATTACKER,graded
15,187,0.0,0.4,0.0,True,ATTACKER,graded
15,193,0.0,0.4,0.0,True,ATTACKER,graded
15,226,0.85,0.05,0.7999999999999999,False,ATTACKER,graded
15,236,0.6499999999999999,0.05,0.5999999999999999,False,ATTACKER,graded
15,239,0.85,0.05,0.7999999999999999,False,ATTACKER,graded
15,248,0.6,0.05,0.5499999999999999,False,ATTACKER,graded
15,249,0.5499999999999998,0.05,0.49999999999999983,False,ATTACKER,graded
15,250,0.5499999999999999,0.05,0.49999999999999994,False,HONEST,graded
15,258,0.95,0.05,0.8999999999999999,False,HONEST,graded
15,259,0.55,0.05,0.5,False,HONEST,graded
15,260,0.5,0.2,0.3,False,HONEST,graded
15,271,1.0,0.05,0.95,False,HONEST,graded
15,294,1.0,0.1,0.9,False,HONEST,graded
15,301,1.0,0.3,0.7,False,ATTACKER,graded
15,305,1.0,0.05,0.95,False,HONEST,graded
16,2,0.0,0.4,0.0,True,ATTACKER,graded
